class,category,indicator_name,series_name,sub_series_name,parameter,value,units,date_last_updated
Health,COVID-19,Number of cases,New Zealand,Deceased,13/09/2020,24,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,14/09/2020,24,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,15/09/2020,24,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,16/09/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,17/09/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,18/09/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,19/09/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,20/09/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,21/09/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,22/09/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,23/09/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,24/09/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,25/09/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,26/09/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,27/09/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,28/09/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,29/09/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,30/09/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,01/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,02/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,03/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,04/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,05/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,06/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,07/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,08/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,09/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,10/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,11/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,12/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,13/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,14/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,15/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,16/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,17/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,18/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,19/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,20/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,21/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,22/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,23/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,24/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,25/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,26/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,27/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,28/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,29/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,30/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,31/10/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,01/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,02/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,03/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,04/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,05/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,06/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,07/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,08/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,09/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,10/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,11/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,12/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,13/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,14/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,15/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,16/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,17/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,18/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,19/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,20/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,21/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,22/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,23/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,24/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,25/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,26/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,27/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,28/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,29/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,30/11/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,01/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,02/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,03/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,04/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,05/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,06/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,07/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,08/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,09/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,11/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,13/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,14/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,15/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,16/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,18/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,20/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,21/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,23/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,27/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,29/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,31/12/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,03/01/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,05/01/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,07/01/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,10/01/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,11/01/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,13/01/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,15/01/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,17/01/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,18/01/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,20/01/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,22/01/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,26/01/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,27/01/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,28/01/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,01/02/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,02/02/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,03/02/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,04/02/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,05/02/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,08/02/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,09/02/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,10/02/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,11/02/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,12/02/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,14/02/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Deceased,15/02/2021,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,28/02/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,29/02/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,01/03/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,02/03/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,03/03/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,04/03/2020,3,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,05/03/2020,3,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,06/03/2020,4,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,07/03/2020,5,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,08/03/2020,5,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,09/03/2020,5,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,10/03/2020,5,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,11/03/2020,5,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,12/03/2020,5,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,13/03/2020,5,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,14/03/2020,6,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,15/03/2020,8,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,16/03/2020,8,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,17/03/2020,12,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,18/03/2020,20,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,19/03/2020,28,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,20/03/2020,39,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,21/03/2020,52,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,22/03/2020,66,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,23/03/2020,102,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,24/03/2020,143,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,25/03/2020,183,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,26/03/2020,256,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,27/03/2020,331,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,28/03/2020,401,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,29/03/2020,457,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,30/03/2020,525,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,31/03/2020,572,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,01/04/2020,625,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,02/04/2020,704,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,03/04/2020,764,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,04/04/2020,822,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,05/04/2020,882,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,06/04/2020,929,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,07/04/2020,918,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,08/04/2020,927,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,09/04/2020,921,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,10/04/2020,908,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,11/04/2020,886,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,12/04/2020,855,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,13/04/2020,798,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,14/04/2020,729,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,15/04/2020,649,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,16/04/2020,622,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,17/04/2020,582,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,18/04/2020,544,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,19/04/2020,507,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,20/04/2020,454,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,21/04/2020,426,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,22/04/2020,401,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,23/04/2020,370,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,24/04/2020,344,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,25/04/2020,325,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,26/04/2020,310,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,27/04/2020,270,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,28/04/2020,239,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,29/04/2020,226,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,30/04/2020,216,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,01/05/2020,208,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,02/05/2020,202,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,03/05/2020,201,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,04/05/2020,191,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,05/05/2020,164,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,06/05/2020,151,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,07/05/2020,136,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,08/05/2020,122,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,09/05/2020,103,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,10/05/2020,102,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,11/05/2020,90,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,12/05/2020,78,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,13/05/2020,74,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,14/05/2020,65,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,15/05/2020,56,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,16/05/2020,49,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,17/05/2020,45,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,18/05/2020,45,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,19/05/2020,40,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,20/05/2020,35,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,21/05/2020,30,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,22/05/2020,28,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,23/05/2020,28,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,24/05/2020,27,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,25/05/2020,27,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,26/05/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,27/05/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,28/05/2020,8,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,29/05/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,30/05/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,31/05/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,01/06/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,02/06/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,03/06/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,04/06/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,05/06/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,06/06/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,07/06/2020,1,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,08/06/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,09/06/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,10/06/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,11/06/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,12/06/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,13/06/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,14/06/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,15/06/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,16/06/2020,2,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,17/06/2020,2,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,18/06/2020,3,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,19/06/2020,3,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,20/06/2020,5,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,21/06/2020,7,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,22/06/2020,9,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,23/06/2020,10,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,24/06/2020,11,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,25/06/2020,13,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,26/06/2020,14,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,27/06/2020,16,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,28/06/2020,20,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,29/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,30/06/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,01/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,02/07/2020,18,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,03/07/2020,18,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,04/07/2020,18,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,05/07/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,06/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,07/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,08/07/2020,23,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,09/07/2020,24,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,10/07/2020,23,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,11/07/2020,24,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,12/07/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,13/07/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,14/07/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,15/07/2020,27,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,16/07/2020,27,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,17/07/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,18/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,19/07/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,20/07/2020,26,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,21/07/2020,27,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,22/07/2020,27,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,23/07/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,24/07/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,25/07/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,26/07/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,27/07/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,28/07/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,29/07/2020,23,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,30/07/2020,24,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,31/07/2020,20,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,01/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,02/08/2020,25,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,03/08/2020,27,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,04/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,05/08/2020,24,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,06/08/2020,23,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,07/08/2020,23,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,08/08/2020,23,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,09/08/2020,23,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,10/08/2020,21,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,11/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,12/08/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,13/08/2020,36,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,14/08/2020,49,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,15/08/2020,56,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,16/08/2020,69,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,17/08/2020,78,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,18/08/2020,90,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,19/08/2020,96,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,20/08/2020,101,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,21/08/2020,105,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,22/08/2020,111,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,23/08/2020,114,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,24/08/2020,123,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,25/08/2020,129,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,26/08/2020,134,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,27/08/2020,126,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,28/08/2020,131,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,29/08/2020,137,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,30/08/2020,137,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,31/08/2020,131,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,01/09/2020,132,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,02/09/2020,129,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,03/09/2020,115,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,04/09/2020,112,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,05/09/2020,112,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,06/09/2020,116,Number,15/02/2021
